,Date received,Product,Sub-product,Issue,Sub-issue,Consumer complaint narrative,Company public response,Company,State,ZIP code,Tags,Consumer consent provided?,Submitted via,Date sent to company,Company response to consumer,Timely response?,Consumer disputed?,Complaint ID
4583,2015-01-26,Credit reporting,,Incorrect information on credit report,Account status,,,Experian,MA,02361,,,Postal mail,2015-02-14,Closed with explanation,Yes,No,1210839
4584,2015-04-24,Mortgage,Conventional fixed mortgage,"Loan modification,collection,foreclosure",,,,Ditech Financial LLC,MN,55127,,Consent not provided,Web,2015-04-24,Closed with explanation,Yes,No,1346568
4585,2015-11-14,Credit reporting,,Incorrect information on credit report,Account terms,"In 2013, I received a Form XXXX Cancellation of Debt from XXXX XXXX XXXX XXXX for a credit card. I paid the taxes associated with this amount on my XXXX 2013 income tax return. This amount was charged off by XXXX. Currently on my credit report the "" Recent Balance '' states {$25000.00}. This is incorrect. The balance should be XXXX. The balance of {$25000.00} needs to be removed. 
",Company chooses not to provide a public response,Experian,NY,112XX,,Consent provided,Web,2015-11-14,Closed with non-monetary relief,Yes,No,1656175
4586,2014-03-27,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",,,,Bank of America,CA,92029,,,Referral,2014-04-02,Closed with explanation,Yes,No,782300
4587,2016-06-30,Debt collection,"Other (i.e. phone, health club, etc.)",Cont'd attempts collect debt not owed,Debt was paid,,Company believes it acted appropriately as authorized by contract or law,Stellar Recovery Inc.,NY,10472,,Consent not provided,Web,2016-06-30,Closed with explanation,Yes,No,1993488
4588,2013-11-18,Debt collection,"Other (i.e. phone, health club, etc.)",Cont'd attempts collect debt not owed,Debt was paid,,,"Retrieval-Masters Creditors Bureau, Inc.",CA,90301,,,Phone,2013-12-18,Closed with non-monetary relief,Yes,No,602512
4589,2014-10-17,Bank account or service,Checking account,Deposits and withdrawals,,,,Bank of America,PA,18235,,,Web,2014-10-17,Closed with explanation,Yes,No,1076175
4590,2012-06-06,Mortgage,Other mortgage,Other,,,,Bank of America,FL,33071,,,Postal mail,2012-06-08,Closed with explanation,Yes,No,96764
4591,2015-02-18,Student loan,Non-federal student loan,Dealing with my lender or servicer,Received bad information about my loan,,,"Navient Solutions, Inc.",CO,80207,,,Referral,2015-02-24,Closed with explanation,Yes,No,1245051
4592,2014-02-11,Mortgage,Conventional fixed mortgage,"Loan servicing, payments, escrow account",,,,Ocwen,CA,90638,,,Web,2014-02-12,Closed with explanation,Yes,No,709513
4593,2013-11-20,Credit reporting,,Incorrect information on credit report,Account status,,,Equifax,NV,89109,Older American,,Web,2013-11-20,Closed with non-monetary relief,Yes,No,606308
4594,2016-06-01,Mortgage,Other mortgage,"Loan servicing, payments, escrow account",,,,Quantum Servicing Company,NV,89113,,,Referral,2016-06-03,Closed with explanation,Yes,No,1949462
4595,2014-03-10,Debt collection,I do not know,Cont'd attempts collect debt not owed,Debt is not mine,,,Allied Interstate LLC,AZ,85295,,,Web,2014-03-26,Closed with non-monetary relief,Yes,No,753708
4596,2012-11-01,Credit reporting,,Incorrect information on credit report,Account status,,,Equifax,MD,20901,,,Web,2012-11-01,Closed with non-monetary relief,Yes,No,182593
4597,2012-02-07,Mortgage,Other mortgage,"Loan servicing, payments, escrow account",,,,JPMorgan Chase & Co.,NJ,08046,,,Referral,2012-02-07,Closed without relief,Yes,No,21104
4598,2014-08-12,Bank account or service,Checking account,"Account opening, closing, or management",,,,TD Bank US Holding Company,MA,02150,,,Referral,2014-08-14,Closed with explanation,No,No,980338
4599,2014-03-31,Payday loan,Payday loan,Charged fees or interest I didn't expect,Charged fees or interest I didn't expect,,,Delbert Services,NC,28128,,,Web,2014-03-31,Closed with explanation,Yes,No,787316
4600,2015-02-06,Debt collection,Non-federal student loan,Disclosure verification of debt,Right to dispute notice not received,,,ConServe,MA,02136,,,Web,2015-02-06,Closed with explanation,Yes,No,1228062
4601,2015-01-29,Bank account or service,Checking account,Problems caused by my funds being low,,,,U.S. Bancorp,IL,60620,Older American,,Referral,2015-02-02,Closed with explanation,Yes,No,1216349
4602,2012-07-20,Bank account or service,Checking account,"Making/receiving payments, sending money",,,,Bank of America,DE,19806,,,Referral,2012-07-24,Closed with monetary relief,Yes,No,121410
4603,2015-07-07,Debt collection,Credit card,Taking/threatening an illegal action,Attempted to/Collected exempt funds,,,Army and Air Force Exchange Service,TX,75211,"Older American, Servicemember",,Fax,2015-07-13,Closed with explanation,Yes,No,1455860
4604,2016-03-24,Debt collection,"Other (i.e. phone, health club, etc.)",Communication tactics,Threatened to take legal action,,,Strauss Factor Laing & Lyons,RI,02903,,,Referral,2016-03-28,Closed with explanation,Yes,No,1849266
4605,2012-07-18,Credit card,,Billing statement,,,,Citibank,NJ,08201,,,Web,2012-07-19,Closed with monetary relief,Yes,No,120217
4606,2013-07-18,Bank account or service,Checking account,Deposits and withdrawals,,,,JPMorgan Chase & Co.,MI,48653,,,Referral,2013-07-19,Closed with monetary relief,Yes,No,461725
4607,2014-05-01,Credit card,,Payoff process,,,,Capital One,CA,93309,Older American,,Web,2014-05-01,Closed with explanation,Yes,No,834206
4608,2015-07-28,Credit card,,Late fee,,,,Capital One,MI,48025,,,Phone,2015-08-04,Closed with explanation,Yes,No,1490596
4609,2012-12-25,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",,,,Citibank,CA,90043,,,Referral,2012-12-27,Closed with explanation,Yes,No,217176
4610,2016-03-15,Credit reporting,,Credit reporting company's investigation,Investigation took too long,,Company has responded to the consumer and the CFPB and chooses not to provide a public response,Experian,TX,76513,,Consent not provided,Web,2016-03-15,Closed with explanation,Yes,No,1832729
4611,2016-05-14,Credit reporting,,Credit reporting company's investigation,Investigation took too long,"On XX/XX/XXXX, I filed XXXX bankruptcy in the XXXX XXXX of Indiana . In my petition, I listed all current accounts. All credit bureaus were properly notified, as were all affected companies. 
On XX/XX/XXXX, my bankruptcy was discharged. 
I logged into Equifax to initiate a dispute on several past addresses, and noticed XXXX ( image enclosed ) was still showing under investigation ( proof to the contrary enclosed ). It is also showing a derogatory status, with a balance. It has shown this during the entire bankruptcy proceeding, meaning Equifax has violated the automatic stay AND is culpable for reporting inaccurate information, thereby damaging my credit. Furthermore, there is a XXXX XXXX XXXX account you 'll notice on the enclosed image that is showing under investigation as well, although there is no current investigations according to the XXXX image. This is misleading and clearly a misstep on Equifax 's behalf. 
Moreover, XXXX addresses shown on my report do not belong to me nor ever have, and Equifax refuses to remove them ( XXXX XXXX XXXX XXXX and XXXX XXXX XXXX XXXX ).",,Equifax,IN,469XX,,Consent provided,Web,2016-05-14,Closed with explanation,Yes,No,1924224
4612,2014-04-07,Mortgage,Other mortgage,"Loan servicing, payments, escrow account",,,,Ocwen,NJ,08046,Servicemember,,Postal mail,2014-04-10,Closed with explanation,Yes,No,795832
4613,2014-11-10,Mortgage,Conventional fixed mortgage,"Loan modification,collection,foreclosure",,,,Citibank,NC,27576,,,Phone,2014-11-10,Closed with explanation,Yes,No,1109623
4614,2014-09-08,Prepaid card,Government benefit payment card,"Managing, opening, or closing account",,,,Comerica,FL,34233,,,Phone,2014-09-11,Closed with explanation,Yes,No,1018821
4615,2014-05-16,Credit card,,Customer service / Customer relations,,,,Capital One,CA,94124,,,Web,2014-05-19,Closed with monetary relief,Yes,No,856651
4616,2015-03-10,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",,,,Wells Fargo & Company,NC,27958,Older American,,Web,2015-03-17,Closed with explanation,Yes,No,1276338
4617,2014-11-20,Credit reporting,,Incorrect information on credit report,Account status,,,"TransUnion Intermediate Holdings, Inc.",TX,76104,,,Postal mail,2014-11-26,Closed with explanation,Yes,No,1123757
4618,2013-09-17,Credit reporting,,Incorrect information on credit report,Information is not mine,,,Equifax,RI,02921,,,Postal mail,2013-10-10,Closed with explanation,Yes,No,531346
4619,2012-05-10,Credit card,,APR or interest rate,,,,Citibank,CO,80526,,,Referral,2012-05-10,Closed with relief,Yes,No,75303
4620,2015-10-12,Credit reporting,,Improper use of my credit report,Report shared with employer w/o consent,,,Equifax,NC,27028,Older American,Consent not provided,Web,2015-10-23,Closed with explanation,Yes,No,1603042
4621,2014-12-30,Credit reporting,,Incorrect information on credit report,Account status,,,"TransUnion Intermediate Holdings, Inc.",AR,71602,,,Postal mail,2015-01-06,Closed with explanation,Yes,No,1176034
4622,2016-06-09,Debt collection,Payday loan,False statements or representation,Indicated committed crime not paying,,Company believes complaint caused principally by actions of third party outside the control or direction of the company,DFC Global Corp,,,Servicemember,,Phone,2016-06-09,Closed with explanation,Yes,No,1961266
4623,2015-01-23,Debt collection,I do not know,Cont'd attempts collect debt not owed,Debt is not mine,,,"U.S. Collections West, Inc.",AZ,85234,Older American,,Web,2015-01-23,Closed with explanation,Yes,No,1206635
4624,2013-02-25,Mortgage,Other mortgage,"Loan servicing, payments, escrow account",,,,Bank of America,OH,45405,,,Referral,2013-02-26,Closed with monetary relief,Yes,No,329201
4625,2014-12-31,Consumer Loan,Vehicle lease,Managing the loan or lease,,,,Toyota Motor Credit Corporation,GA,31313,Servicemember,,Phone,2015-01-06,Closed with explanation,Yes,No,1176406
4626,2014-01-13,Debt collection,I do not know,Cont'd attempts collect debt not owed,Debt is not mine,,,"Northstar Location Services, LLC",FL,33319,,,Web,2014-01-13,Closed,Yes,No,666644
4627,2013-07-26,Debt collection,Credit card,Communication tactics,Called outside of 8am-9pm,,,Citibank,GA,34340,,,Phone,2013-08-01,Closed with explanation,Yes,No,467250
4628,2016-02-06,Debt collection,Credit card,Cont'd attempts collect debt not owed,Debt was paid,"Fifth Third 's credit card division is saying I did not pay the settlement agreement that was agreed upon over 5 years ago. That was paid by a check over the phone and all I received was a letter saying that out of x amount of dollars, I owe {$500.00}, which was paid. I never received a statement saying it was paid in full, the person I was communicating with from 5/3 said that is what they issue. Unless I can find a bank statement from 5 years ago with the charge, they are threatening to take me to court and freeze all my accounts. 
",,Fifth Third Financial Corporation,OH,441XX,Servicemember,Consent provided,Web,2016-02-06,Closed with explanation,Yes,No,1774860
4629,2014-02-17,Credit card,,Billing disputes,,,,Bank of America,MD,21042,,,Web,2014-02-17,Closed with explanation,Yes,No,716324
4630,2014-11-11,Credit reporting,,Incorrect information on credit report,Account terms,,,Experian,VA,23112,,,Web,2014-11-17,Closed with explanation,Yes,No,1111434
4631,2014-10-31,Mortgage,FHA mortgage,"Loan servicing, payments, escrow account",,,,PNC Bank N.A.,CA,92104,,,Web,2014-10-31,Closed with explanation,Yes,No,1095949
4632,2016-04-21,Credit reporting,,Unable to get credit report/credit score,Problem getting report or credit score,,Company has responded to the consumer and the CFPB and chooses not to provide a public response,Experian,FL,33578,Older American,Consent not provided,Web,2016-04-21,Closed with explanation,Yes,No,1891460
4633,2012-06-27,Mortgage,Other mortgage,Other,,,,Bank of America,FL,33071,,,Postal mail,2012-06-28,Closed with explanation,Yes,No,108925
